"","proteinIDs","iBAQ.as_g0_a","iBAQ.as_g0_b","iBAQ.as_g0_c","iBAQ.as_g1_a","iBAQ.as_g1_b","iBAQ.as_g1_c","iBAQ.wt_g0_a","iBAQ.wt_g0_b","iBAQ.wt_g0_c"
"858","Q5SVG5;Q5SVG4;O35643;H3BIY9;Q9DBG3;H3BJ06;H3BKM0",2043100,108760,1257500,351280,6106,7461.9,28944,607940,641130
"859","O35657",1066300,251630,774290,410090,52709,213510,51996,312170,1263200
"860","Q3TUQ5;O35691;A0A1W2P6S1",751370,105920,309530,93983,21444,0,13020,560640,601710
"861","O35704",0,0,62143,0,0,0,0,0,0
"862","Q8C2Q7;O35737",476760,139570,272660,284240,0,0,0,692980,382760
"863","O35744",0,157000,186630,428770,0,34603,0,0,0
"864","O35841",1467300,1335100,1383700,170720,40255,63142,23072,884600,922840
"865","O35857",270650,82974,1233200,0,60374,0,44990,1120800,875820
"866","O35887;Q6XLQ8;G3UWV3;G3UXA3;G3V004;G3UY49;G3UWR0;G3UXA8",15540000,4119200,9604300,2932700,779880,509430,842600,8783500,16070000
"867","O35955",4773300,678330,1598100,248120,96430,8408.2,88735,3063700,1994300
"868","O54734",266180,288840,115500,129800,28349,0,0,322080,196170
"869","O54749;O54750",47327,48270,331480,34254,8464.7,7867.1,61120,456480,1082200
"870","O54824",425510,40654,177380,6545.3,0,0,15366,1189600,687130
"871","O54941",369830,0,0,85694,0,0,0,661980,296240
"872","O54984",0,0,0,0,0,0,0,156570,0
"873","O54988",110440,0,92276,19060,0,0,0,163690,132880
"874","O55013",1528100,372090,0,0,0,0,38083,592750,834700
"875","O55022",4509500,1718500,3437000,1926700,286340,301360,439350,9004100,7991100
"876","Q80ZJ2;Q924B0;O55023;A0A0A6YW07",80438,112870,203070,66753,0,0,0,308070,0
"877","O55029",365170,49664,161270,61934,10843,0,0,78736,62797
"878","O55098",759680,22555,271690,0,0,0,11448,585270,439650
"879","O55125",144570,468710,411830,338940,20745,92230,0,1056900,1139100
"880","O55142",4604400,3190700,5440400,1078400,830720,642170,87720,4572900,3432300
"881","O55143;Q8R429",253650,236360,703130,183420,0,38831,21029,856080,1079200
"882","O55222;D3YZA5;A0A1B0GRF6",614030,217570,519430,201120,54378,4921.2,6294.1,598840,425010
"883","Q9DCC1;O55236",6222000,242000,1098400,43707,18281,0,48190,433280,734460
"884","O70145;A0A087WPH0",1409000,100650,439540,0,0,0,0,369660,362290
"885","O70172;F6RJE8;A2ASS3",4582800,74732,1262300,38525,25694,0,102660,3186900,2267000
"886","O70200;G3UYJ2",31202000,3446300,4541500,3107400,357440,333270,1046100,15435000,3717200
"887","O70250",2065000,414580,1771100,981890,39789,36449,199000,2449400,2277100
"888","O70274",84407,0,0,0,0,0,0,0,0
"889","O70310",1123500,63057,54339,0,0,0,0,676880,357140
"890","S4R1E5;O70325",650730,1270100,800780,1651700,565900,822690,46087,1266000,2951800
"891","O70378;M0QWS0;M0QWI7;M0QWY0;M0QWP2;M0QWE2;M0QWC9",0,225240,664990,93015,0,0,32362,201360,682610
"892","O70435;E0CX62;E0CZ34;F8WH02;E0CYL6;F7BWF9",4290600,824890,1981500,686990,134390,137590,23923,2327200,1803400
"893","O70456",7394400,2134100,4076200,1187800,433340,272280,220020,6669600,4417400
"894","Q6ZWQ5;Q3TGS7;Q3V2H3;O70493",559120,148110,320690,49648,0,0,114160,1289300,3692300
"895","O70503",1190000,152120,771910,106290,87768,84576,38034,1076400,1367400
"896","O70570;D3YVM4;D3Z2D3",45432,677830,161790,64317,26807,0,0,0,86663
"897","O70591;F8WJ30",544810,0,393050,0,0,0,0,745830,108550
"898","O88271",526730,24340,93948,0,0,0,14960,170560,203920
"899","Q3TPA4;Q8C730;O88338;A0A1D5RM27;A0A1D5RL88;A0A1D5RLS8;A0A1D5RLG9;A0A1D5RMI6;A0A1D5RMM2",900710,724950,1186700,544630,35410,0,229530,3811200,5197600
"900","O88342;A0A0J9YU05",2733500,1533400,3669700,246510,102720,27682,20506,2406200,722930
"901","O88441",115070,647560,1052700,243000,0,0,119060,770240,2661900
"902","O88531;B1B0P8;B1B0P9",6609600,951790,2645200,2596000,314870,537300,220300,3406400,4447600
"903","O88543",486040,0,71547,23356,0,0,0,391780,278390
"904","O88544;D3Z1R9;D3YV99;F6QTS1",0,135770,415970,508270,0,125360,0,24408,47358
"905","O88569;A0A0N4SUM2",84473000,13264000,53397000,12128000,3367800,2571100,3848300,80425000,79557000
"906","O88587;D3Z227",1195400,157140,597680,291660,36844,31565,0,888520,784100
"907","O88630",86178,0,0,0,0,0,0,110920,86397
"908","O88696",1076300,648400,1652900,86549,58007,8988.4,864350,5264000,12923000
"909","Q3UDC3;O88746",339070,47656,209210,44853,21621,17037,7931.7,194800,225990
"910","O88792",1530600,0,747280,162670,77169,32297,48636,1195300,1562700
"911","O88844;A0A087WPT4;A0A087WRS9;D3YVY3;A0A087WRM4",7896300,1359400,3477500,1822800,615840,467350,1947800,13534000,24208000
"912","O88909",0,0,0,0,0,0,94165,927150,1051500
"913","O88952",943500,414400,661520,587470,0,101440,141920,2661000,2682300
"915","O88986;E9PWY6",74532,0,31988,61519,0,0,89220,272710,538010
"916","O89023",2965500,2874000,4920800,4440200,506040,447550,677970,3285300,3480500
"917","O89053;G3UYK8;A0A0U1RPY8;D3YW57;G3UX53;D3YXM2",143820000,21163000,55508000,9961000,1579000,853510,4643400,127640000,123630000
"918","O89086;S4R2M6",24452000,2298400,15173000,2498100,635420,567710,465890,10466000,10467000
"919","O89100",631880,0,0,0,0,0,0,629160,507880
"920","O89104",0,0,0,0,0,0,0,611060,1668000
"921","P00329",476550,1911200,2107700,1932500,529620,238450,556920,6152200,9342600
"922","P00405",53469,5018900,3675700,1375700,3904000,284400,145290,3192600,841720
"923","P00416",16655000,32259000,47136000,52550000,0,0,0,2017000,0
"924","P00920;A0A0A6YX78",186080,0,0,496720,0,160230,0,12914000,504310
"925","P01027;H3BL60",0,151030,200520,18707,923.36,6519,0,0,0
"926","P01132;A0A0G2JDT8;A0A0G2JF92",43997,513630,250280,216760,50429,7853.9,7285.5,30282,48622
"927","P01592",1214000,8488600,1758700,882640,142430,0,0,0,0
"928","P01899;G3UZP7;P01897;Q8HWB2;Q4KN81;V9GXI4;V9GXR0;E9PX63;O19441;A7VMS6;E9Q0G4;G3UXE9;P01896;P01898",3299700,1019600,928840,191550,123520,42606,111880,3334000,1953300
"929","P02802;A0A1D5RLN7",20615000,3899800,17212000,2129900,372080,0,511780,7488100,6931500
"930","P03930",12272000,58744000,12364000,25568000,3091000,1750100,22497000,87443000,296010000
"931","P03953",357210,2014700,2108500,2205000,423360,212780,0,0,0
"932","P04441",7062300,1870300,2842300,578200,66059,33856,151450,6917000,3073600
"933","P04919",0,0,58969,0,0,0,0,363360,45333
"934","Q80YX8;Q3KQQ2;P04939;P11590",0,7469300,2517700,6276800,3657800,978960,173070,265260,102650
"935","P05064;A6ZI44;D3Z510;A0A0U1RPN8;D3YWI1;A0A0U1RPT5;D3YV98;Q9CPQ9;A6ZI46;A6ZI47;P05063",15482000,3691200,9923300,5217200,1251400,1622100,599620,21964000,11933000
"936","P05202",6026800,2957500,7573900,2392100,1199700,573550,1512100,28171000,17945000
"937","P05213;A0A2R8VHF3",11843000,10379000,9313100,7975600,1180900,1682900,387990,16259000,3893700
"938","P06728",36414,234880,900270,0,0,0,0,0,0
"939","P06745;A0A0U1RQ72;A0A0U1RP97;A0A0U1RQ18;CON__Q3ZBD7",11312000,1661900,4153300,3100200,443670,288030,197810,11258000,6994300
"940","P06797;A0A1Y7VP49;A0A1Y7VNM3",849050,166680,1183000,205230,116040,247550,0,605560,269970
"941","S4R1M0;P06800",2941100,539430,1224700,106710,12164,0,30184,1690500,805410
"942","P07356;B0V2N8;B0V2N7;B0V2N5",4724000,1122300,3670300,1098900,966140,1154900,0,2387300,1828400
"943","P07724",29284000,105630000,117370000,53964000,12935000,8521100,187870,15602000,4661100
"944","P07901;B7ZC50;A2A6A2;B7ZC49",753030,217910,510450,226950,48458,174940,14027,2251000,739290
"945","P08113;F7C312",60509000,11175000,28199000,6950800,1549600,1049400,1218800,30617000,31661000
"946","P08207",1505000,7763600,16487000,569040,572400,355700,0,424250,273170
"947","P08226;A0A1B0GX15;G3UWN5;G3UZM8",19269000,3465000,16196000,2006200,745650,834620,0,728160,1645700
"948","P08228",35444000,7009100,10121000,11104000,2223000,2402800,7518900,51356000,34732000
"949","P08249;A0A0G2JF23;A0A0G2JGY4",51007000,18303000,40343000,10449000,2713800,3372500,21880000,145740000,277580000
"950","P08752;A0A0A6YWA9;B2RSH2;A2AE32;P20612;Q3V3I2;P50149;A2AE31;P18872;A0A0A6YXN0;A0A0A6YXC2;Q8C040;Q8BHK8;F6QPU5",47993000,8910100,21700000,4438000,671510,675050,1146900,22342000,21261000
"951","P08905;P17897",9047800,17455000,13703000,13788000,14597000,27111000,652120,9417500,4619000
"952","P09036",59495000,1465500,14153000,2230300,684640,506990,1285400,8627200,25731000
"953","P09055",4590100,1895000,7470800,1046700,184900,105830,101740,5894700,4534900
"954","P09103;E9Q8G8",14871000,3617800,7663600,2129400,507270,637720,637610,10431000,15092000
"955","P09405;A0A087WRM5",6905400,1730700,5168500,1396000,386180,638920,167810,6301700,4357500
"956","P09411;S4R2M7;P09041",4757500,1870600,3703800,2995000,569010,1157900,587930,13014000,9678100
"957","P09528;A0A494BA92;A0A494B9D4",8732600,8830000,6807600,3053100,884780,1445900,11184,3053800,319620
"958","P09671;A0A3B2WBF0",7743600,1280700,3200600,1364800,274600,127760,958320,6951600,14494000
"959","P09813",0,521390,0,0,0,0,0,521490,597410
"960","Q3THW5;P0C0S6;Q3UA95;G3UWL7;Q8R029",0,4025500,5691900,1133400,228250,721870,449310,9653700,5642600
"961","S4R191;S4R1P3;S4R2T3;P0C8K7",0,0,0,0,474810,589560,1404800,21520000,36420000
"962","P0DN34",5077900,25161000,21424000,10234000,1791000,1288900,15269000,35493000,75878000
"963","P0DOV1;Q8CGE8",10667000,1001100,4354100,558020,47972,13016,166130,7371400,8401800
"964","P0DOV2;D0QMC3",5541000,472780,1835500,252100,38764,0,99273,3214900,2903900
"965","P0DP28;P0DP27;P0DP26;Q3UKW2;A0A3Q4EHJ0;Q9D6P8;A0A1Y7VK66;P20801",377670000,16329000,116060000,25586000,3276400,2581600,2951100,51685000,92442000
"966","P10126;D3Z3I8;D3YZ68;P62631",25211000,7190900,15465000,9273300,2468100,3275300,1214500,30382000,16815000
"967","P10493",90649,137680,397430,158050,50686,42663,21675,601860,177350
"968","P10605",23965000,4443500,17144000,10781000,1587100,2568900,242430,5038600,4452200
"969","P10648;P13745;D3Z6A6;D3YZV3;Q6P8Q0;E9Q6L7",1116600,974350,796660,2208100,218820,1677200,1037000,3754000,8288600
"970","P10810",208110,76425,194800,0,0,0,49969,374890,52959
"971","P10852;A0A0U1RPK4;A0A0U1RPG5;A0A0U1RP32;A0A0U1RP98",268910,373430,496130,98564,16098,23069,96111,623610,1554100
"972","P10853;Q8CBB6;P70696",180640000,44293000,91595000,42256000,10332000,17327000,13497000,207760000,281730000
"973","P10854",18434000,3583900,7743100,2053300,448960,775610,644600,13150000,13985000
"974","P10922",60380000,14579000,42849000,22011000,10143000,10850000,4264200,68087000,97506000
"975","P11031",1065200,815910,444930,63286,0,0,0,1050600,866530
"976","P11352;A0A0A6YVV2;A0A0A6YY34",2256500,710350,1610000,1065200,210150,398550,824060,7371800,5997600
"977","P11438",355580,176400,635980,251060,35922,41893,0,0,0
"978","P11499;E9Q3D6;E9PX27;E9Q0C3;D3Z1R1",14048000,3373800,6406500,3902000,769440,856140,533030,12620000,9089000
"979","P11589",678240,14723000,8677300,7485700,5430100,1022400,0,403830,0
"981","Q542I8;P11835;M0QWA7;D3YYP8;D3Z1S4",16863000,4152000,13102000,1608700,366940,154400,227520,5967600,7125000
"982","P11862;D3Z503;D6RDR2",0,49510,0,72196,64257,43845,99083,1036600,1378200
"983","P11881",0,16188,18315,0,0,0,0,7302.1,24707
"984","Q8K469;P11928;Q05BJ7",298120,54478,97745,49433,0,0,0,219070,0
"985","P11930",2069100,297220,100580,594190,0,0,776120,5042300,14507000
"986","P11983;F2Z483",1531700,141940,437940,201760,31343,9225.4,16817,442490,537010
"987","P12382;A0A1W2P6Q4",141290,23365,39990,0,0,0,0,64123,67281
"988","P12787",57645000,64852000,74956000,14330000,2386200,2854300,22418000,74152000,192020000
"989","P12815",395750,186290,229460,259250,0,0,0,281610,412790
"990","P12970;V9GX35",16624000,3028600,5873600,2389700,819170,644970,717270,12969000,10961000
"991","P13020;A0A0J9YUQ8;CON__Q3SX14",11024000,2077600,4496500,1789300,614420,349460,146890,9723400,3635600
"992","P14069",24295000,5278100,14643000,3535700,1405300,2339400,0,2671800,4789100
"993","P14094",470950,797380,2325100,2592100,125240,0,300830,7267400,5804000
"994","P14106",1526600,205050,817570,129330,36494,39664,0,799600,453040
"995","P14115",1906000,1043100,2468100,1367700,420440,474790,113330,3947300,2616200
"996","P14131",1173700,281670,678030,454540,182430,439060,213580,1918200,1263700
"997","P14148;F6XI62",11954000,2185900,4677900,1890600,595610,289340,237080,10578000,7635000
"998","P14152;A0A5F8MPN8;B1ATQ3",5867100,3312500,4121000,5763600,1271000,1103500,1229900,30421000,16588000
"999","P14206;A0A1L1SRW0;A0A1L1SUK3",5988200,1760400,3398300,1382400,277790,611800,310270,11128000,4106800
"1000","P14211",24996000,4418200,20059000,3372300,766760,476890,435740,20065000,7172200
"1001","P14246",160030,0,0,0,0,0,39795,243990,1002700
"1002","P14483;A0A494B9G5;P06346;P06345;P06344;P01921;P06343;P06342;A0A494B9U2",2686700,1227400,2171100,341540,30513,32913,0,1803600,456030
"1003","P14602;D3YZ06",0,908240,1236200,3203100,771840,437720,0,340450,195400
"1004","P14685;F7B7L8",667810,94297,203970,107690,18973,27785,14118,464220,356960
"1005","P14733",12680000,3013300,7096600,1786600,394160,318890,597500,13303000,13201000
"1006","P14869;D3YVM5;S4R1N1",336740,174460,363950,297370,120780,134440,0,1149900,714550
"1007","P14901",485450,0,229090,139560,46822,0,0,0,263290
"1008","P15105",283660,64830,49388,300800,132500,90067,101150,2222400,1655800
"1010","P15864;I7HFT9;Q07133",22491000,4323100,19908000,3234500,435450,905060,570500,76969000,70759000
"1011","P15947;A0A0U1RPN5;P15945;P00756;Q61759;P15946",0,617030,1234500,912930,194870,0,309420,1945500,4130900
"1012","P16045;A0A2R8VHJ0",5821100,2161100,5690700,1320900,103090,481280,0,1924400,1269300
"1013","Q8C253;P16110",10423000,3270700,13473000,6372100,894480,732120,0,5356400,2940700
"1014","P16125;D3Z7F0;A0A0N4SVV8",9104900,5133600,7779600,9401600,1791900,1405800,2457100,42175000,38543000
"1015","P16331;A0A1W2P781;A0A1W2P7X8;A0A1W2P6U4",76628,329860,111280,422760,72016,151580,185090,1550100,2754800
"1016","P16332;A0A3B2WCT0",563460,199560,152720,206400,49271,25065,250810,1763000,2762000
"1017","P16406",17092,0,0,0,0,0,0,36644,0
"1018","P16460",3832600,7798200,2223300,10808000,2278500,1061200,1721800,24078000,23590000
"1019","P16858;A0A0A0MQF6;S4R257;A0A1D5RLD8;S4R1W1;S4R1W8;V9GXA7;S4R1N5;A0A0R4J0X7;S4R2G5;Q64467;V9GX06",88758000,26113000,40603000,32292000,5979300,8019100,4947000,92763000,88075000
"1020","P17095;Q3TE85;A0A338P6E8;A0A338P6F6;A0A384DV79;A0A338P6G6;A0A338P6D0",32635000,5114900,15195000,3812200,254360,818280,2473900,30509000,52498000
"1021","P17182;Q6PHC1;B0QZL1;B1ARR7;B1ARR6;A0A0N4SUX5;P17183;D3Z6E4;P21550;D3Z2S4;A0A0N4SUI6;D3YVD3;J3QPZ9;Q5SX59;A0A0N4SUW8;Q5SX61;Q5SX60",82838000,10257000,27452000,12576000,2879100,4551000,4662100,90186000,68476000
"1022","P17427;P17426;A0A0J9YUA7",419990,139040,320930,149150,6490.5,26860,4454.8,96587,115960
"1023","P17563;D6RHN2;Q63836;G3UWK0;A0A0R4J135;G3UZT2;G3UYY2",384180,222160,250730,371370,90329,106220,182970,2552900,3221300
"1024","P17665",23861000,36712000,30185000,17172000,2773800,1433500,17416000,41327000,88901000
"1025","P17742;A0A1L1SST0;A0A1L1SRX5",99696000,14283000,53119000,26365000,3059700,5217400,3014900,97816000,74562000
"1026","P17751;H7BXC3",70338000,14176000,31388000,11521000,2636700,2643300,4161800,53133000,59521000
"1027","Q61696;P17879",0,0,0,0,0,0,0,178320,85681
"1028","P17918",1944600,74704,210820,196100,23883,37248,0,349710,68019
"1029","P18608;A0A3B2W3M7",21718000,1438700,15617000,9109500,1737900,211960,2135000,49499000,50689000
"1030","P18654;B1AXN9",28581,84299,15886,0,0,0,0,67816,32498
"1031","P18760;F8WGL3;A0A494B9A7;P45591;A0A1Y7VJ71",83290000,14040000,29899000,11969000,2520900,5298900,1727000,57799000,30060000
"1032","P19157;A0A494BAW2;P46425;A0A494B908;A0A494BAS3;A0A494BAU3;A0A494BAM8",12603000,2265900,4690300,4427200,766300,998310,1822100,12472000,11518000
"1033","P19221;H7BX99",0,595620,825590,139140,36011,26731,0,0,0
"1034","P19253;A0A1B0GQW6;A0A1B0GSF0;A0A1B0GTA1;A0A1B0GS68;A0A1B0GSB2;A0A1B0GSQ6;A0A1B0GSL5;A0A1B0GSC2;A0A1B0GRH1;A0A1B0GT00",713460,599810,595180,322940,39745,294280,0,1038000,465780
"1035","Q9D881;P19536;F7C106;A0A0A6YVR0",30309000,19490000,19363000,7509900,672710,856820,9160200,122120000,219720000
"1036","P19783;M0QWX7;D6RG40",32605000,63957000,64213000,21806000,3458100,3444600,19434000,91102000,252760000
"1037","P19973",89496000,13924000,36010000,5134800,779150,208630,3426300,66721000,75661000
"1038","P20029",20030000,7467900,10619000,4733700,1869000,1601700,1345400,25153000,24189000
"1039","P20060",5999400,1331200,4743200,1919000,176910,327560,80909,2893900,1790700
"1040","P20065",1783700000,106310000,624920000,1.99e+08,20070000,1050600,37283000,759570000,428790000
"1041","P20108",5421100,2186100,5205500,1094900,135240,474500,1055900,9912100,15907000
"1042","P20152;A0A0A6YWC8;A2AKJ2;G5E846;A0A2R8W6R6;G3X981;P15331;D3YZ35;CON__Q9H552;CON__Q9NSB2;CON__Q6ISB0;A0A0R4J036;P46660;P08553",60914000,14411000,30295000,25988000,7504400,4535100,1277100,27691000,14957000
"1043","P20491",354190000,19097000,71630000,12948000,651780,481820,5159600,114330000,146350000
"1044","P20918",239450,1796400,2470900,2531300,194010,246910,0,13002,21468
"1045","P20934",0,0,0,0,0,0,0,126160,79294
"1046","P21278",40103,0,50238,29608,0,0,0,247050,169350
"1047","P21279;P30677",70884,0,37779,0,0,0,0,73347,0
"1048","P21614;CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229",29910,1437800,2295900,401980,175620,340490,0,31931,0
"1049","P21981;G3UXE8",2249800,262660,980220,531190,97363,129810,74259,1726500,1092600
"1050","P22437",235890,140110,319430,29471,0,0,0,174650,192720
"1051","P23116;A0A494B9I0",3740400,248370,976530,350760,46679,45621,46905,1290600,1318000
"1052","Q9DCC5;P23198;D3Z1A9;D3Z313",49222000,7075100,17250000,4763600,823930,203900,1468900,18157000,36448000
"1053","Q543K9;P23492;Q9D8C9;A0A2I3BQH2",1076200,0,353460,0,0,0,0,670650,309120
"1054","P24270;A2AL20",2633800,1349200,1466500,1098100,132540,139610,924300,10268000,21232000
"1055","P24369",1370500,152030,1871900,243510,49259,64902,0,2121800,439060
"1056","P24527",278590,37827,82506,61018,0,0,0,233240,97207
"1057","P24668",593600,0,275800,89293,0,0,53224,225260,470470
"1058","P25799",36064,0,20273,0,0,0,0,20544,0
"1059","P25911;P16277",1852400,53930,481800,125100,0,0,0,604260,394800
"1060","P26039;E9PUM4;A0A1L1SQ51;Q8CDM9;A0A1L1SRI1;Q71LX4;A0A1L1SQP9;A2AIM2;F6S1V7;F6SX70",7988200,913710,4023900,1044700,233270,134540,135090,5627000,3676900
"1061","P26040",4607400,837280,2229500,1729000,620500,456710,450360,7564100,7638700
"1062","P26041",57834000,7253200,26460000,7269700,1343400,1352800,1119700,44417000,38580000
"1063","P26043;A0A5F8MPB9;Q7TSG6",1526200,270860,657830,166620,69975,82277,135380,2504900,3277500
"1064","P26151",1529500,0,622830,75844,0,0,0,462220,367790
"1065","P26231;E0CXB9;Q61301",81839,71180,65446,77601,8605.4,10438,14138,250700,381510
"1066","P26350;A0A087WP98;A0A087WPN6;A0A087WQN2",772410000,74991000,380440000,78151000,27262000,11462000,11504000,329940000,179370000
"1067","P26443;F7CFA5",17763000,7183700,13180000,5206000,1320400,1450400,2360500,36918000,25846000
"1068","P26516",386650,109040,157440,117520,31279,39376,0,341620,45483
"1069","P26645",78833000,6314900,34783000,5023900,664300,152040,781240,24623000,28544000
"1070","P26883",2631400,565560,0,765660,373120,641360,0,917190,1355100
"1071","P27005",2573000,11115000,4608800,14907000,383200,787420,0,7772000,780900
"1072","P27046",0,0,24212,0,0,0,0,0,0
"1073","P27546;A0A0G2JDN7;E9PZ43;A0A140T8T5;A0A0G2JFH2;A0A0G2JFT4;A0A0G2JG35;A0A0G2JFK3;A0A0G2JDY5;A0A0G2JE57;Q78TF3;A0A0G2JDU1",2652200,366720,1400100,425720,164430,73646,50775,2874000,1618800
"1074","Q9D034;P27601",1830400,453110,817600,191080,56134,0,87222,926440,1034100
"1075","P27659;A0A2R8VHN4;Q9CQ09;E9PWZ3;A0A087WNS0;A0A087WQK0",0,82824,204020,0,39983,21782,9438.1,1770000,995730
"1076","P27661",4046900,775330,1827100,743760,102080,94992,159490,7633700,3433500
"1077","P27773;F6Q404",35056000,11749000,26186000,4828600,1444100,1486500,1556600,37483000,31977000
"1078","P28271;Q811J3",476700,94191,118150,85215,5717.4,13447,19470,611890,819340
"1079","P28474;A0A0G2JGS3",870200,0,347210,424530,99423,110350,32396,1721300,1321000
"1080","Q3TF41;Q8BSH9;P28656",744730,54417,387470,190710,0,59459,0,753260,108990
"1081","P28658",129190,0,77458,40515,0,0,0,55286,140800
"1082","P28665;P28666;A0A0N4SVU1",89381,469380,508910,157770,48364,17371,3907,25650,17438
"1083","P28667",14994000,832740,6741700,697950,87768,0,70721,3529200,5121200
"1084","Q3U9N4;P28798;H3BJE0;H3BJ90;H3BLC9",12609000,3688100,11725000,6176300,917440,938520,748130,9393500,8582900
"1085","P28843",0,0,18354,319640,60678,42822,0,14763,171600
"1086","Q1MX41;Q1MX43;Q1MX40;Q1MX42;P28867",2799000,401380,1028100,95097,16209,36319,38387,1472100,1034700
"1087","P29341;F6ZAX1;A0A2I3BR37;V9GXG3;Q91YZ8;A3KFU5;A3KFU8;Q6PHQ9",3572400,368250,1075400,245000,47492,25561,63800,1820500,1690100
"1088","P29351;G3UXM2;G3UYY5",3749400,339160,1594500,256130,43708,7429.5,56898,3947100,1810400
"1089","P29416",817220,259530,565020,48055,33555,0,32740,322960,187430
"1090","P29595",0,0,247740,269070,55465,137230,0,1034200,0
"1092","P29758",2014300,2053400,2311700,1832600,391860,236450,1549500,6104500,10636000
"1093","P29788",303610,2602100,3449100,719610,84303,49376,0,36103,0
"1094","P30115;A0A087WQI6",397030,0,153120,857290,143590,458410,215830,2568100,6901300
"1095","P30275;A2ARP5;B0R0E9;B0R0F0;B0R0E8;Q6P8J7",2535000,5757400,7039800,3395400,454600,351800,1593500,16581000,13163000
"1096","P30355;A0A0J9YV38;A0A0J9YUC8",15632000,4142200,9635600,1722300,31571,0,181140,4384000,7732600
"1097","P30416;F7CAT1;F6S2D5",263470,0,191190,62000,0,0,0,516670,211740
"1098","P30681;A0A1B0GQX9",10445000,1236400,7191000,1166700,539670,324910,23652,11911000,3594500
"1099","P30993",2099900,368870,2181500,226200,27374,0,0,800450,1157100
"1100","P31001",0,0,0,283940,82849,67094,0,0,0
"1101","P31428;A0A1D5RML1;A0A1D5RM32",2466200,151760,2095500,6476.5,0,0,31683,1783300,2533800
"1102","P31725",101520000,100990000,190960000,322200000,25485000,9878600,174520,53930000,13332000
"1103","P31938",0,0,0,0,0,0,0,285330,55378
"1104","P32020",0,0,0,378990,0,6472.5,0,119930,0
"1105","P32067;F6SXM5;D6RI87;A2AR07",1522200,264410,1390600,274230,117770,109390,17458,2667900,1243100
"1106","P32921",0,0,19189,0,0,0,0,85343,32917
"1107","P34022;H7BX22",4046400,150900,1591000,635920,23958,54120,147820,3314900,1381500
"1108","P34884",458030,517040,713940,375570,136790,300900,138370,9872200,1217900
"1109","P34914;A8JYK8",0,86311,92782,158400,17643,5168.8,175260,1135900,2169000
"1110","P35235",0,0,0,0,0,0,0,63371,0
"1111","Q8C266;P35278",6623000,2220200,4635400,1086300,341770,174470,416310,3997600,4597300
"1112","P35279;D3YV69;P61294;A0A1L1SRS6;Q8BHD0",851980,554850,209120,867260,105860,127000,0,1214600,765720
"1113","P35282",1878400,314930,864270,263150,51394,0,41596,782530,0
"1114","P35486;P35487",6130900,1730000,4398100,1379300,202020,122330,2628500,28510000,36735000
"1115","P35505",507780,133850,69709,113140,48528,64270,204760,1830100,3030400
"1116","P35550;A0A140LIR6;Q80WS3",680610,84610,379630,142430,0,62552,0,678450,493850
"1117","P35564",12060000,2957100,8741500,2509000,529880,425260,849320,9810800,10045000
"1118","P35576",0,0,0,0,0,0,0,0,59945
"1119","P35700;B1AXW5;B1AXW6;B1AXW4",36406000,11064000,20717000,10683000,3946300,4347000,1534800,50108000,21085000
"1120","P35821",1048600,115350,336730,34360,0,0,9690,334650,288730
"1121","P35979",7704200,2202800,5922900,1335400,110570,281640,459390,8518300,6550400
"1122","P36371",797410,0,321800,9773,0,8551.5,25195,541360,224960
"1123","P36552",687270,53582,286200,132430,0,0,158960,1045100,2210100
"1124","Q9EQE2;Q99NF7;P49443;P36993",0,62518,191990,70622,0,0,0,250990,404510
"1125","P37804;A0A1L1STN8",0,0,997350,3868400,736520,796560,0,595690,0
"1126","P38060;V9GXD2;V9GWZ9;D3YVU9;Q8JZS7",8396800,1707800,5811600,993890,91512,84271,1907200,14802000,42734000
"1127","P38647",21664000,5825100,13767000,4515600,758900,1000100,7696600,47360000,126940000
"1128","P40124;B1ARS0",48070000,3291000,12154000,2300000,491150,255030,566490,18593000,12242000
"1129","P40142;A0A286YE28;E0CY51",36509000,6588500,16417000,5588700,1436800,2775500,807630,30331000,20813000
