"","proteinIDs","iBAQ.as_g0_a","iBAQ.as_g0_b","iBAQ.as_g0_c","iBAQ.as_g1_a","iBAQ.as_g1_b","iBAQ.as_g1_c","iBAQ.wt_g0_a","iBAQ.wt_g0_b","iBAQ.wt_g0_c"
"1802","Q8CBD0;Q8VCV2;Q9QYF9",0,0,0,0,0,0,37831,151570,237380
"1803","Q8CC88",0,0,0,13426,0,0,0,117660,293560
"1804","Q8CF66",1002100,0,0,0,0,354380,0,0,0
"1805","Q8CFA2",14132,0,42360,0,0,0,32710,117440,302000
"1806","Q8CG29;P70248;G3V011",1405200,281000,492990,133110,15875,9614.8,59532,1487400,707050
"1807","Q8CG72",0,0,0,0,0,0,0,212040,0
"1808","Q8CG76",2044100,655440,493210,1024800,149480,132460,1520000,11383000,21332000
"1809","Q8CGC7",0,25788,101900,40895,0,6345.3,0,106340,107300
"1810","Q8CGF7;A0A494B9W7",82647,0,215350,0,0,12586,7128.5,160080,0
"1811","Q8CGK3",283660,175110,257530,106600,16287,17509,255800,1176500,3085700
"1812","Q8CGP0",2060900,513970,833700,96087,135800,157320,115780,2181100,1860100
"1813","Q8CGP1;Q64524",195950000,19067000,50408000,18986000,4005500,2396200,3111800,111200000,73393000
"1815","Q8CGY8",0,13232,36328,22707,0,0,0,0,0
"1816","Q8CHD8",0,0,0,0,0,0,0,36979,75270
"1817","Q8CHP5",1619500,0,447470,294240,54705,43683,119420,995810,1573800
"1818","Q8CHP8",574060,27270,171640,0,0,0,0,340120,154400
"1819","Q8CHT0",9977200,4474800,3619500,3744900,772630,554650,6933700,38724000,104500000
"1820","Q8CI94",931560,76024,228940,83356,12386,7366.6,13268,350000,137770
"1821","Q8CIE4",107510,0,0,0,0,0,0,0,0
"1822","Q8CIH5",31996,0,20939,0,0,0,0,155090,0
"1823","Q8CIN4;Q61036;A3KGC3;A3KGC4;A3KGC5;G5E884;O88643",2609700,375950,1897800,275790,24535,29904,70789,2482300,1536900
"1824","Q8CJF7",0,0,0,0,0,0,0,26551,0
"1825","Q8JZN5;A0A0G2JDY4;A0A0G2JF25",531170,293740,505440,241170,20149,0,185000,1107200,3004400
"1826","Q8JZN7",0,0,0,0,10570,0,13094,178600,279090
"1827","Q8JZQ2",21141,10958,37985,14725,0,0,26092,122440,485190
"1828","Q8JZQ9",1864600,0,701060,306960,54379,0,47563,1172200,1281400
"1829","Q8JZV9;G3UWD3",0,77822,52744,0,32070,119910,275290,622840,1444400
"1830","Q8JZZ0;Q3UP75",116250,431210,385770,284710,0,31348,262020,1627700,5201000
"1831","Q8K003",2599300,0,2376500,0,0,0,223230,5283200,6561800
"1832","Q8K019;A0A087WRN1;A0A087WQA0;F8WI22",186520,0,69249,57740,0,0,0,156460,114440
"1833","Q8K0B2",170930,182380,216570,150470,51943,76929,0,122640,114280
"1834","Q8K0D5",43439,0,22259,13048,0,0,16705,185050,543050
"1835","Q8K0E8",0,117540,851490,65927,0,0,0,0,0
"1836","Q8K0H5",0,0,149820,0,0,0,0,344060,237470
"1837","Q8K0L3;F6V4U2;F6XLJ8;A0A140LHG2;D3YXB1",11788000,5858600,5648900,6633600,1750200,1633900,23889000,88801000,221910000
"1838","Q8K0T0",583750,80110,164540,0,0,0,0,179500,252630
"1839","Q8K124",5996700,1150300,4035100,256400,14778,22100,97826,6223800,4610900
"1840","Q8K183",5392000,750790,943390,372730,77416,108560,76352,2456400,2567900
"1841","Q8K199;F8WHQ0",0,1037900,1931800,846840,120890,0,358780,1848200,6410000
"1842","Q8K1B8;A0A494B9W3;A0A494BBJ8",1952900,438130,1066200,400220,0,8437.7,6629.8,1660200,5840400
"1843","Q8K1I7",806260,82551,220540,0,0,0,0,931730,582000
"1844","Q8K1R7",53022,0,31106,0,0,0,0,44979,0
"1845","Q8K1T1",968930,0,0,0,0,0,0,310120,155950
"1846","Q8K1Z0;F6SFF5;A0A1D5RLE9",3352100,466300,1900900,936750,0,0,1264800,8592200,30007000
"1847","Q8K215",494200,610260,650770,488620,0,30339,662400,3303600,15305000
"1848","Q8K297",86871,35683,55653,0,0,0,0,0,19714
"1849","Q8K2B3;A0A1Y7VJ55",15632000,14129000,17428000,5056400,832500,686740,5604000,39734000,79590000
"1850","Q8K2C6;A0A1Y7VK33;A0A1Y7VJY8;A0A1Y7VM56",0,24309,32018,0,0,0,23671,155090,788140
"1851","Q8K2F8;A0A0U1RP30;F6X2V9",120120,0,0,0,0,0,0,0,53152
"1852","Q8K2I3;D3YVR1",90919,126110,91961,18394,13018,0,45117,190980,702730
"1853","Q8K2Q0",0,0,0,0,0,0,0,0,0
"1854","Q8K2Q9",2558500,227640,718310,134240,0,0,41396,1983700,1359500
"1855","Q8K310;A0A494BAZ2;A0A494B9B1;A0A494BB50;A0A494B968;A0A494B9C9;A0A494B8Y5;A0A494BAZ7;A0A494BAD4;A0A494B9Q4;A0A494BAL7;A0A494BAC5;A0A494B9X1",1509300,292870,1040200,256510,59739,69438,56478,1640200,1856600
"1856","Q8K352",774100,24212,175060,0,0,0,0,791200,141300
"1857","Q8K354;A0A338P797",534470,0,206840,173190,0,0,0,612670,253360
"1858","Q8K370",136400,114830,76986,185510,0,2375.7,73185,1102100,3672700
"1859","Q8K3C3",0,0,0,0,0,477270,0,347570,0
"1860","Q8K3H0",261430,0,78649,36573,30678,0,11869,241270,197680
"1861","Q8K3J1;A0A494BAW8",4971000,7986300,10536000,1928600,47074,125630,2201100,9716400,30760000
"1862","Q8K3K8",42984,0,45686,64241,1216700,1017300,348320,0,305470
"1863","Q8K411",0,0,0,31767,0,0,0,137700,54896
"1864","Q8K4Z3",0,0,0,0,0,0,37300,244650,198470
"1865","Q8K4Z5",2013900,283830,761160,350930,57706,26565,43737,1273900,1540700
"1866","Q8QZS1;E0CX19",287780,174690,276820,104720,20586,0,158960,1066600,2320300
"1867","Q8QZT1",27910000,9357000,15622000,6770700,1764800,1006600,23645000,138880000,320320000
"1868","Q8QZW8",210750,0,0,0,0,0,0,0,0
"1869","Q8QZY9",193910,0,76111,0,0,0,0,400470,297560
"1870","Q8R050;F7CE88;Q149F3",199680,274400,316250,205240,25535,0,24360,114660,147390
"1871","Q8R086",0,68008,95794,38962,0,34735,96722,816080,1817200
"1872","Q8R0F8",1012500,932800,1625100,743910,31066,48697,2376600,12899000,32838000
"1873","Q8R0H9;A0A2R8VI72",1516200,58159,467930,133950,0,0,13532,408890,1177400
"1874","Q8R0Y6;A0A0N4SW56;A0A0N4SVT2;D3Z6B9;Q8K009",13864,27865,6040,35553,0,0,0,915150,293820
"1875","Q8R0Y8",0,0,0,0,0,0,0,10618,310210
"1876","Q8R138",652650,0,0,0,0,0,0,0,0
"1877","Q8R164",1304400,443820,722200,825530,157290,55519,754380,7913000,16182000
"1878","Q8R180",87926,0,139570,0,9610.1,0,0,93370,90710
"1879","Q8R1B4;M0QWV3",147520,0,37050,29704,25809,0,0,127810,0
"1880","Q8R1I1",2210900,8090100,9476300,3992400,197210,121460,1368100,3823600,11592000
"1881","Q8R1V4;Q5SVW9",0,404270,272100,134160,0,0,0,102220,0
"1882","Q8R2Q8",2359000,1324600,3229600,961040,46809,0,202460,517230,2783500
"1883","Q8R317",654330,143040,343700,330670,58021,54403,113110,681070,620960
"1884","Q8R344;A0A0G2JF16",2322700,195690,136450,221600,0,0,31038,1337500,1270600
"1885","Q8R3G9",467750,5571300,7212500,3761600,403960,389420,87919,1213900,1382200
"1886","Q8R404",5205700,3628100,4237300,3498500,0,0,3838500,5682800,56503000
"1887","Q8R4N0",128540,236500,106260,0,0,0,230990,1916700,2219800
"1888","Q8R4U7",30299,0,0,0,0,0,0,19278,12732
"1889","Q8R5A3",0,0,0,0,0,0,0,82614,0
"1890","Q8R5C5;E0CZD4;E0CYB4;A0A494BB86;P61164",345950,0,0,65489,0,0,0,294480,179860
"1891","Q8R5L1;O35658",1532700,596630,2554700,135360,177440,247710,0,1274800,223630
"1892","Q8VBT6",878480,0,492740,82815,0,0,26769,1057900,930250
"1893","Q8VBZ3",70101,0,129990,44325,22937,0,18395,146860,0
"1894","Q8VC30;Q3UTZ4;A0A494BB96;A0A494BBI2",928130,440430,186040,916640,115100,143020,258320,1811000,2241300
"1895","Q8VC69",0,41257,0,44571,0,0,21648,581070,2283300
"1896","Q8VCF0",618110,106920,409830,289310,0,0,0,1087900,894610
"1897","Q9DAC2;Q8VCG4",0,749530,502870,268610,7240.8,0,0,0,0
"1898","Q8VCH0",1154800,1247800,973670,1033800,240370,198660,3289800,12903000,36812000
"1899","Q8VCN5",0,0,0,0,0,0,0,39094,35921
"1900","Q8VCR4;Q9DCG9",1027400,229960,570790,147920,0,54919,144640,1636700,1289100
"1901","Q8VCT4",0,66529,0,0,0,0,0,77056,0
"1902","Q8VCW8",222100,52457,98679,0,0,0,0,557320,382100
"1903","Q8VCZ9;F6ZBU4;D3Z5H4;F7CED2;D3YV12",0,39965,48353,0,0,0,42785,254360,853430
"1904","Q8VD75",65864,0,6317.4,0,0,0,0,0,12919
"1905","Q8VDD5;F2Z494;Q8BXF2;A0A2R8VKI5;E9Q264;B1AR69;G3UW82;Q91Z83;P13542;Q02566;Q5SX39;P13541;A2AQP0;Q5SX40",2697800,1138000,2328500,1043300,523180,448450,65196,2869300,1140000
"1906","Q8VDK1",0,69664,0,0,0,0,30050,221900,149840
"1907","Q8VDM4;E9Q2S8;A0A338P6S9;A0A338P7H4;A0A338P6M5",399980,146070,235570,67810,13661,23839,0,367560,276400
"1908","Q8VDM6",567490,0,84955,21475,9429.7,6395.9,0,238340,271660
"1909","Q8VDN2;D3YYN7;Q6PIE5;A0A0G2JGX4;Q8VCE0;Q6PIC6;Q9WV27",17318000,17028000,18703000,12895000,1358400,1424400,7413600,59868000,100960000
"1910","Q8VDP3;E9PUI4",0,0,26093,23514,0,0,0,114400,0
"1911","Q8VDT9",172920,320660,774970,0,0,0,80402,1733600,2672400
"1912","Q8VE19",318100,34782,42571,32577,5619.7,0,21149,0,187550
"1913","Q8VE37;A2CER2;Q6PFB2",393350,0,98266,0,0,44465,0,344220,284830
"1914","Q8VE70;E0CY82;F8WI55",640020,94600,373180,0,0,0,0,623900,482520
"1915","Q8VE88",0,0,0,0,0,0,0,31340,0
"1916","Q8VE99",0,0,0,0,0,0,0,96229,0
"1917","Q8VEA4",0,234770,0,115130,0,0,180760,1022500,1781800
"1918","Q8VEK3;A0A087WPX7",14657000,2461300,6824300,2110600,419990,833580,460300,14520000,10097000
"1919","Q8VEM8;G5E902",17496000,26311000,34747000,7959500,1525600,1355700,4545800,22046000,64678000
"1920","Q8VHM5;A2AW41;F7B5B5;A2AW40;V9GWW3",88536,109630,33868,44609,30019,50524,0,535710,0
"1921","Q8VIJ6",11332000,1871200,6821600,2518100,292760,466010,515420,11557000,11166000
"1922","Q8VIM4",0,0,0,0,0,0,0,462230,105650
"1923","Q91V04",2371200,410560,1391700,247030,91240,0,110920,1807000,1549500
"1924","Q91V41;Q50HX3;A0A2R8VHW9",604280,365930,869800,466750,13069,89594,0,967800,200620
"1925","Q91V61;Q3U4F0;A0A494BB84",2350900,1555200,2957100,998710,137700,178640,901220,3421300,8826900
"1926","Q91V76;A0A1L1SSF8;A0A1L1ST86",0,0,0,60822,0,0,0,680380,224160
"1927","Q91VA0;D3Z106",156440,0,0,0,0,19268,342350,2397900,3070000
"1928","Q91VA7;V9GXV0",1175600,562450,754230,436660,67935,52114,514440,7002700,7419300
"1929","Q91VB8;P01942;A7M7S6;P06467",319110000,47854000,62846000,236010000,1452100,4880400,159160,1397800000,30337000
"1930","Q91VC3;E9PV04;A0A0N4SVP8;A2AFK7;A0A0N4SVM5;D6RJ60;D6RJ11;A0A338P6X5",2529000,527310,1033600,359020,101280,145340,149940,2669600,1864500
"1931","Q91VD9;A0A087WQR0;A0A087WP77;A0A087WQ77;A0A087WR47;A0A087WSU3",8044000,6637200,10780000,1810600,247860,330200,2405500,13878000,41464000
"1932","Q91VI7;A0A1B0GRY7;A0A1B0GRG4;A0A1B0GSG5",654740,341610,480090,202520,35588,30424,0,313070,188360
"1933","Q91VJ5",0,0,0,0,0,0,0,230770,102150
"1934","Q91VM5;Q9WV02;S4R1F6;A0A2I3BRL8;A2AFI3;A2AFI4;A0A2I3BQC0",4198400,75747,302220,421200,36198,0,123110,2869300,3944300
"1935","Q91VM9",607410,354690,525460,346120,16441,0,1944800,6150200,13489000
"1936","Q91VR5;A0A1Y7VM48",42133,0,18503,23954,0,40120,0,173360,95014
"1937","Q91VR8",1601400,0,150620,0,0,0,0,2431600,175600
"1938","Q91VT4;D3Z6C4",124960,0,226330,0,0,0,226810,1904900,2624900
"1939","Q91VW3;I7HPY0",38472000,8324600,19787000,4098100,351920,351320,516620,20861000,16575000
"1940","Q91W43",0,0,0,0,0,0,0,19706,0
"1941","Q91WB4;A8Y5N8",564980,56534,221120,141020,0,0,0,403610,316850
"1942","Q91WG2",0,0,0,0,0,0,0,28206,32747
"1943","Q91WK2",418800,0,262180,20765,0,0,0,354640,144020
"1944","Q91WM2",0,0,29295,0,0,0,36003,145850,0
"1945","Q91WR5;A0A1Y7VLH1",0,0,0,0,86497,71982,0,1160700,985810
"1946","Q91WS0",2313500,7303900,6306400,2621500,192840,409460,4977400,24285000,64076000
"1947","Q91WU0;Q8VCC2",526800,679690,225890,204810,68885,50738,85838,3182900,9434900
"1948","Q91WU5",76862,0,89597,0,15137,12666,0,328050,70147
"1949","Q91WV0",0,0,127850,239780,0,0,0,908190,185390
"1950","Q91WV7",0,47779,59527,105630,0,0,0,0,0
"1951","Q91X17;A0A140LI10",582950000,1957500000,2060400000,52047000,29897000,17207000,1029100,6366200,5679900
"1952","Q91X52;A2AC16;P08074",2419600,503280,1130600,566720,75311,118520,593230,7289100,8786200
"1953","Q91X72;A0A1B0GS57",273500,881860,1350200,628370,95751,107850,0,138720,0
"1954","Q91X78;Q8BFZ9",196400,115550,244070,0,11240,0,0,170410,268160
"1955","Q91X91",0,0,0,0,0,0,0,0,211620
"1956","Q91XD6",59463,0,32610,0,0,0,0,0,27620
"1957","Q91XE0",4006900,1206200,2186100,1421900,322370,164650,2320600,13232000,37757000
"1958","Q91XE4;A0A494B9B0;A0A494BAV4",8929800,2368400,2013800,3413500,921700,578380,6473600,38527000,99554000
"1959","Q91XF0",1283100,226570,359920,124070,29335,33726,131030,1744700,1864100
"1960","Q91XH5;G3UXX3;Q64105;G3UZ79",1095000,102170,328870,256540,81053,0,300700,5218500,8446300
"1961","Q91XV3",61714000,6103400,27128000,6303200,531390,203990,1105800,31595000,44890000
"1962","Q91Y97",10318000,4370500,6694700,9935500,3623900,6622700,9282200,86981000,104200000
"1963","Q91YH6;A0A0U1RNU9;A0A0U1RPW7",91473,123580,80976,434080,0,106380,83937,5173200,1851300
"1964","Q91YI0;E0CY49;E0CYV3;F7D439",322350,177230,255950,533490,25296,54576,95988,1560600,1813600
"1965","Q91YP0",357770,287040,271360,78289,9801.9,0,187540,1287300,3185700
"1966","Q91YQ5;A0A0N4SUJ8",1484200,1340300,2548300,562160,172460,176550,398570,3444900,4416600
"1967","Q91YR1",3048800,2385000,4649700,1054700,205260,65917,29485,1922700,9180300
"1968","Q91YR7",0,0,0,0,0,0,0,0,0
"1969","Q91YS8;Q8BW96",577530,0,265870,0,0,0,0,517580,346380
"1970","Q91YW3",0,51794,274810,0,0,16094,0,299380,41734
"1971","Q91YX0",291720,0,0,0,0,0,0,169780,0
"1972","Q91Z25;Q9WV32;D3Z6S0;F6THG2",16101000,2711400,6120500,2260900,494070,435140,380550,16607000,3899600
"1973","Q91Z53;B1AXQ0",1466100,759670,649810,753670,155390,208800,506090,3493400,6874800
"1974","Q91Z96",110850,0,0,0,0,0,0,41263,0
"1975","Q91ZA3;H3BL62;D3YZC0;D3YWM4",461840,395890,507950,369210,50361,7371.2,556360,3484900,4668700
"1976","Q920R6",232390,982480,1386100,697840,26084,6651.5,92868,788450,1007700
"1977","V9GXB6;Q921F4",203110,0,0,0,27700,0,0,253170,0
"1978","Q921H8;H3BKL5;H3BJZ9;H3BKA1;H3BJC1",3523000,1505900,2346000,768490,168640,143470,1044200,5178700,17507000
"1979","Q921H9",0,0,0,0,0,0,20879,224890,78473
"1980","Q921I1;F7BAE9;D3YYR8;F7CJN9;E9Q2Q7;E9Q939;CON__Q2HJF0",1781000,5099800,6647700,4056500,907490,323660,23573,1321400,177840
"1981","Q921K2;P11103",402500,54857,156070,17745,7370.3,0,23469,107730,208920
"1982","Q921M3",0,0,30403,0,0,0,0,50096,0
"1983","Q921M7;A0A2I3BRN5",23240000,865500,8293700,1184500,184380,0,444420,9688800,10094000
"1984","Q921S7",0,0,0,0,0,0,13084,38934,170970
"1985","Q921T2;J3QQ40;Q3UE61;D3YXF8",1755500,255160,986740,169520,27058,0,96247,1655100,2056400
"1986","Q921W0",708330,140660,297680,48486,18040,0,0,322260,550610
"1987","Q921Z5;D3Z205;D3Z0Q1;D3Z325",1739800,85277,888140,0,0,0,183920,1980400,1839800
"1988","Q922B1",0,0,0,0,0,0,0,0,705400
"1989","Q922D8;A0A1W2P733;A0A1W2P7L5",352170,116930,85590,139950,42246,15633,82713,1478100,1008300
"1990","Q922H2",0,0,0,0,0,32976,0,0,102330
"1991","Q922Q1;A0A087WPC2;D3YZZ3;Q9CW42;E0CZH6",610410,2021500,1203700,476470,210080,156000,1021000,4018000,12686000
"1992","Q923D4",3929800,1368100,2846700,1600600,224880,293470,255240,5344800,5077200
"1993","Q924T2",0,0,0,0,0,0,0,162530,0
"1994","Q925B0",0,0,0,163920,54346,52049,0,135420,0
"1995","Q925I1;H3BKI6;H3BK90;V9GWS5",211920,135970,190960,43283,0,0,83032,186370,930470
"1996","Q925N2;A0A494B9V3",114580,125150,107070,63695,0,0,28510,87311,662290
"1997","Q99J36",1000100,50872,314510,36236,15233,0,11336,504080,585300
"1998","Q99J39",0,53048,0,0,0,0,81647,314240,382880
"1999","Z4YKT6;Q99J47",42355,102180,0,0,0,0,14378,104920,90430
"2000","Q99J77",12754,0,0,0,0,0,0,261500,0
"2001","Q99J99;A0A2R8VHE5;A0A2R8VHT1",8078700,2131200,3317500,1003000,341130,151280,2439600,9241300,38812000
"2002","Q99JB2;A2AG39;F6WI02;A2AG41",1935200,1820600,3095400,533340,0,0,321170,2415900,6338200
"2003","Q99JI4",740670,212210,550510,215680,27616,41821,0,369420,0
"2004","Q99JI6;A0A1W2P777;A0A0G2JED9",32073000,5873300,15854000,3376800,1535100,281870,530860,12768000,12394000
"2005","Q99JR1",4504600,3545600,5734400,1827800,421860,393090,5607400,11448000,55829000
"2006","Q99JW4",263690,0,0,56423,0,0,0,284130,192770
"2007","Q99JY0;D3YXU1",3040700,1743500,3090700,957870,159730,177370,450730,5730100,6821700
"2008","Q99JY9;A0A087WRA1;A0A087WQ14;Q641P0;A0A087WP86;A0A087WPR6",10991000,2040600,6591800,1556700,327650,103120,156620,12018000,4060000
"2009","Q99K48;B1AXT0",10449000,1236800,5435200,1554600,406230,418100,183600,7691900,6565100
"2010","Q99K67;F6VMP2",620230,277700,436150,74017,46528,90266,333870,3726400,7686300
"2011","Q99KC8;F6TIL5",110660,0,180050,0,10952,17533,0,717840,302370
"2012","Q99KF1;A0A286YDS5",1100700,2200700,3263900,926620,113000,137400,0,1435000,986600
"2013","Q99KH8;D3Z359;A2AD84;Q99JT2;Q9Z2W1",641350,23568,361770,72948,14780,56746,0,440140,308880
"2014","Q99KI0;A0A2R8VHM8;A0A2R8W744",18910000,9432200,19230000,7873400,1668600,1728300,6567600,83731000,87850000
"2015","Q99KJ8",1945700,156870,232840,354780,66627,28671,17896,1508400,555090
"2016","Q99KK7;A0A494BBC1;A0A494BA16;A0A494B918;A0A494BBB3",413260,39841,88798,23510,7257.6,5173.8,4567.4,146170,166720
"2017","Q99KP3",2583100,184480,566050,377110,209480,408450,304130,3929800,3377600
"2018","Q99KP6",283980,80566,158620,0,0,0,0,271830,103730
"2019","Q99KQ4",542250,46728,308430,74182,16075,12729,24708,480260,245420
"2020","Q99KR3",2629200,447790,563610,2357800,178730,145390,1243700,10219000,23840000
"2021","Q99KR7",0,70533,100820,0,35229,367500,166380,1838800,1582700
"2022","Q99KV1",327960,150200,409780,41095,0,0,0,1042700,458630
"2023","Q99L04",1782800,761320,1405000,651720,0,16004,646020,4975700,13560000
"2024","Q99L13",1263300,996460,1757900,546470,38836,231260,2989400,6228900,16359000
"2025","Q99L45;E0CXJ3",91251,0,32880,0,0,0,0,112230,0
"2026","Q99L60;D3YVW5;A0A1Y7VLG0;D3Z1Q7;D6RCW6;D3Z5W3",0,0,0,0,0,0,0,139130,0
"2027","Q99LB2;A0A2I3BRG8;Q9D2U3;A0A2I3BQ25;A0A2I3BPY3;A0A2I3BRQ8",2030100,1194700,1672900,1690000,223060,160880,1398600,8326200,15752000
"2028","Q99LB4;P24452;D3YTL5;D3YZN3;D3YU77;D3Z014;D3Z4K5",5127600,1714500,3206700,888540,271240,387450,139090,552450,234500
"2029","Q99LB7;A2AH52;A2AH53",1420100,687360,1025000,560420,140750,177670,1833700,12746000,22532000
"2030","Q99LC3;A0A087WR38",1556900,2106900,3643200,857460,66258,111690,379970,5141700,8028100
"2031","Q99LC5",11280000,4752300,9414100,5125800,1075300,904790,13537000,69200000,184560000
"2032","Q99LF4",1083600,166770,593200,299690,67584,73333,32935,1175600,512190
"2033","Q99LP6",5346000,318510,4265700,758800,97731,37692,345660,7634600,14465000
"2034","Q99LT0",17261000,0,8889600,2512900,347240,236800,741480,1568500,15195000
"2035","Q99LY9;B1ARW4",12305000,13929000,13658000,3192900,499460,176410,5877100,23571000,47166000
"2036","Q99M08",363030,311590,282460,153240,0,0,72211,981610,1621700
"2037","Q99M28",0,0,0,0,0,0,0,484780,0
"2038","Q99M87",135990,100370,272720,0,0,0,35300,621960,613650
"2039","Q99MN1;Q8R2P8",343760,0,168860,134310,0,0,0,461070,299780
"2040","Q99MR3",781580,95158,210240,57725,15149,0,13032,105200,228360
"2041","Q99MR6;A0A0G2JDF1;A0A0G2JDN3",270660,0,0,0,0,0,0,169020,0
"2042","Q99MR8;A0A0G2JF64;A0A0G2JFQ5",313490,31478,263120,155480,26919,24255,170930,1662100,3067600
"2043","Q99N23",0,0,0,0,0,0,0,81290,0
"2044","Q99N69",445030,135660,159740,94369,0,0,0,1133500,270330
"2045","Q99N87",0,131620,208770,0,0,0,100240,819650,1925000
"2046","Q9D3F3;Q99N96",0,0,0,0,0,0,0,58870,0
"2047","Q99NB1",40592,46459,46706,30001,0,8776.3,16022,613610,349440
"2048","Q99P72",1008100,87655,601290,141110,13544,17535,0,424910,186230
"2049","Q99P87",0,0,0,0,0,176010,0,438820,244230
"2050","Q99PG2",176430,0,31987,51393,0,0,0,15371,32607
"2051","Q99PM3",0,0,0,0,0,0,0,304520,0
"2052","Q99PT1",39571000,6627500,15950000,6375700,757040,704970,529450,31834000,21087000
"2053","Q99PV0",177770,0,55729,13514,0,1853.8,0,16842,124590
"2054","Q9CPN9",211560,370610,387490,448370,70531,173810,45478,283270,145820
"2055","Q9CPQ1;A0A0G2JDA6",53148000,83384000,95641000,28676000,2463500,2731400,26458000,124280000,398510000
"2056","Q9CPQ3;A0A2R8VHJ4;A0A2R8VHM4",536830,0,536220,372690,0,0,0,577940,904530
"2057","Q9CPQ8;J3QNM7",10520000,20783000,28583000,10222000,666580,919850,6524100,39433000,118170000
"2058","Q9CPU4",0,734530,0,0,0,0,0,0,0
"2059","Q9CPV4;F6ZTG3;E9Q197",555160,84067,250520,123370,38238,95642,55957,712930,561440
"2060","Q9CPW4;Q3UA72",15307000,2802000,7573400,1664300,350840,263440,362690,9405600,6007300
"2061","Q9CPW7",1104000,0,0,0,0,0,0,55874,0
"2062","Q9CPX4;P29391;A0A1B0GR60;P49945;A0A1B0GRH4;A0A1Y7VNT9",10455000,13197000,13422000,2598500,932000,1991800,136390,3660200,2692500
"2063","Q9CPX6",1649300,296640,598440,255360,0,0,0,1095600,813180
"2064","Q9CPX8",514150,1876900,0,163290,0,227930,2309600,653690,12677000
"2065","Q9CPY7;A0A0G2JEM7",5924800,1140400,2955300,1299700,245830,185380,1276800,6581400,14724000
"2066","Q9CPZ6",343240,0,182290,0,0,0,0,0,228330
"2067","Q9CPZ8",807990,119230,445680,488130,139620,136420,213810,2084200,3569200
"2068","Q9CQ06",0,0,96849,59738,0,31641,70493,174590,262420
"2069","Q9CQ19",4561700,3914900,9418400,1042100,53693,0,432990,13666000,4493100
"2070","Q9CQ22;A0A0A6YX02",1195600,309640,634830,366780,0,436770,39825,1643000,374350
"2071","Q9CQ54;A0A0U1RPJ5",10989000,12310000,13548000,2223700,425250,516080,2688500,11948000,38771000
"2072","Q9CQ60;Q8CBG6;F6X8L5;D3Z4X1",2542000,507500,779100,679070,85384,44574,190740,2281300,1933800
"2073","Q9CQ62",1142000,951890,1131300,424640,14650,29543,406240,5671800,4911600
"2074","Q9CQ65",297280,0,103770,0,0,0,0,318130,170020
"2075","Q9CQ69;I7HPX6",21302000,36296000,29212000,12753000,1184000,1724000,13941000,44274000,122250000
"2076","Q9CQ75",20164000,16479000,21991000,4968000,551490,588060,12547000,41079000,111290000
"2077","Q9CQ88",0,447560,1616200,0,0,0,0,0,1222200
"2078","Q9CQ91;D3Z670",1579300,2072300,4077900,1006900,0,21133,858760,3450900,11750000
"2079","Q9CQA3",18662000,15603000,19501000,4640200,618530,379470,7258500,46260000,87531000
"2080","Q9CQB4;Q9D855",15079000,24261000,37848000,7248000,453870,959150,10757000,101150000,134880000
"2081","Q9CQC7",14326000,13386000,20246000,7487100,1065200,752130,10870000,27050000,111400000
"2082","Q9CQD1",565430,72518,211530,0,0,0,0,147090,0
"2083","Q9CQE3",0,0,0,0,0,0,0,194220,0
"2084","Q9CQE5;A0A0U1RPU5;D3Z1B6",26630000,1217100,10460000,662940,54318,0,193210,12046000,10023000
"2085","Q9CQF3",206190,69603,293370,133670,66463,0,91091,1055000,656970
"2086","Q9CQH3;D3Z568;F6Y6V5;D3YX99;D3Z6W9",2208800,4383100,3142800,1278600,81680,0,1330000,3589000,12367000
"2087","Q9CQH7",3470800,0,965180,678940,0,249240,0,1695400,4415200
"2088","Q9CQI6;A0A1D5RLP1",72420000,16300000,47374000,5490100,1695400,1139600,539900,27403000,8154000
"2089","Q9CQJ1",0,0,344620,384410,0,0,0,0,3379200
"2090","Q9CQJ8",1324200,2762300,2906800,1166500,0,0,733230,4247900,2976100
"2091","Q9CQM5",216340,0,100840,189980,0,27868,0,173520,0
"2092","Q9CQM8;O09167",9217500,393380,711770,338660,89600,175300,192550,5342000,3048400
"2093","Q9CQN1",63724,138960,267280,120440,0,0,29864,872800,1758800
"2094","Q9CQN3",25085000,7213200,24111000,1566400,333590,171810,1189300,8353800,61294000
"2095","Q9CQQ7;A0A0G2JGX3",5793300,12625000,14855000,3845200,404900,335040,1223300,13994000,37107000
"2096","Q9CQR2",32908000,4776800,14944000,4790600,845480,752120,1323600,35692000,34636000
"2097","Q9CQR4",3443900,1165400,628460,1061500,89036,214020,1105200,10180000,20313000
"2098","Q9CQS8;E9PW43",35299000,3880500,14427000,4605900,776790,496670,2552000,25415000,48080000
"2099","Q9CQU0",2598800,1040600,2298700,486890,40329,29355,61569,527900,2285800
"2100","Q9CQU3",1330500,0,1815800,0,0,0,0,388780,1397600
"2101","Q9CQV1;A0A1L1SQA2",257550,0,0,0,0,0,72089,821410,2545100
"2102","Q9CQV8;A2A5N1",95698000,8199700,26755000,7706200,1693700,921790,1816900,39183000,41981000
"2103","Q9CQW9",15516000,2892400,8174800,757620,176670,0,202110,4765700,5480600
"2104","Q9CQX2",0,755330,687170,419630,123600,181850,377770,1598000,7067600
